"","document.id","styles.id","styles.trim","styles.drivewheels","styles.doors","categories.market","categories.epaclass","categories.vehiclesize","categories.bodytype","categories.vehiclestyle","categories.vehicletype","engine.cylinder","engine.displacement","engine.horsepower","engine.rpm.hp","engine.torque","engine.rpm.tq"
"137",1,"100316712","XL","rear wheel drive","2","N/A","Standard Pickup Trucks","Large","Truck","Regular Cab Pickup","Truck","6","4196","202","4800","252","3400"
"138",1,"101216523","S","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1596","120","6350","112","5000"
"139",1,"101384659","S","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1596","120","6350","112","5000"
"140",1,"200421600","S","front wheel drive","4","Hatchback","Subcompact Cars","Compact","Car","4dr Hatchback","Car","4","1596","120","6350","112","5000"
"141",1,"200443872","S","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1596","120","6350","112","5000"
"142",1,"200692518","Titanium","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1596","120","6350","112","5000"
"143",1,"200733230","SE","front wheel drive","4","Hatchback","Subcompact Cars","Compact","Car","4dr Hatchback","Car","4","1596","120","6350","112","5000"
"144",1,"100989547","SE","front wheel drive","4","Crossover","Sport Utility Vehicles","Large","Car","Wagon","Car","6","3496","262","6250","248","4500"
"145",1,"100924402","S","front wheel drive","2","N/A","Compact Cars","Compact","Car","Coupe","Car","4","1999","140","6000","136","4250"
"146",1,"101033162","SE","front wheel drive","2","N/A","Compact Cars","Compact","Car","Coupe","Car","4","1999","140","6000","136","4250"
"147",1,"101169826","SE","front wheel drive","2","N/A","Compact Cars","Compact","Car","Coupe","Car","4","1999","140","6000","136","4250"
"148",1,"101310782","S","front wheel drive","4","N/A","Compact Cars","Compact","Car","Sedan","Car","4","1999","140","6000","136","4250"
"149",1,"101286097","S","front wheel drive","4","Flex Fuel","Compact Cars","Compact","Car","Sedan","Car","4","1999","160","6500","146","4450"
"150",1,"200421412","S","front wheel drive","4","Flex Fuel","Compact Cars","Compact","Car","Sedan","Car","4","1999","160","6500","146","4450"
"151",1,"200473296","SE","front wheel drive","4","Hatchback,Flex Fuel","Compact Cars","Compact","Car","4dr Hatchback","Car","4","1999","160","6500","146","4450"
"152",1,"200696414","S","front wheel drive","4","Flex Fuel","Compact Cars","Compact","Car","Sedan","Car","4","1999","160","6500","146","4450"
"153",1,"100448663","SE","front wheel drive","4","Crossover","Sport Utility Vehicles","Large","Car","Wagon","Car","6","2967","203","5750","207","4500"
"154",1,"100632728","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2261","160","6500","150","4000"
"155",1,"101138067","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2488","175","6000","172","4500"
"156",1,"101325677","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2488","175","6000","172","4500"
"157",1,"200468413","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2488","175","6000","175","4500"
"158",1,"200697194","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2488","175","6000","175","4500"
"159",1,"200727081","S","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2488","175","6000","175","4500"
"160",1,"200696119","SE Luxury","front wheel drive","4","Hybrid","Midsize Cars","Midsize","Car","Sedan","Car","4","1999","188","6000","129","4000"
"161",1,"200728169","Titanium","front wheel drive","4","Hybrid","Midsize Cars","Midsize","Car","Sedan","Car","4","1999","188","6000","129","4000"
"162",1,"200469776","SE","front wheel drive","4","Hybrid","Midsize Cars","Midsize","Car","Sedan","Car","4","1999","188","6000","129","4000"
"163",1,"200727949","S","front wheel drive","4","Hybrid","Midsize Cars","Midsize","Car","Sedan","Car","4","1999","188","6000","129","4000"
"164",1,"101142273","V6","rear wheel drive","2","N/A","Subcompact Cars","Midsize","Car","Coupe","Car","6","4009","210","5300","240","3500"
"165",1,"200465113","EcoBoost Premium","rear wheel drive","2","High-Performance","Subcompact Cars","Midsize","Car","Coupe","Car","4","2300","310","5500","320","3000"
"166",1,"100605913","XL","rear wheel drive","2","N/A","Small Pickup Trucks","Compact","Truck","Regular Cab Pickup","Truck","4","2260","143","5250","154","3750"
"167",1,"100716905","XL","rear wheel drive","2","N/A","Small Pickup Trucks","Compact","Truck","Regular Cab Pickup","Truck","4","2260","143","5250","154","3750"
"168",1,"100919904","XL","rear wheel drive","2","N/A","Small Pickup Trucks","Compact","Truck","Regular Cab Pickup","Truck","4","2260","143","5250","154","3750"
"169",1,"101321795","XL","rear wheel drive","2","N/A","Small Pickup Trucks","Compact","Truck","Regular Cab Pickup","Truck","4","2260","143","5250","154","3750"
"170",1,"101384399","Cargo Van XL","front wheel drive","4","N/A",NA,"Compact","Minivan","Cargo Minivan","Minivan","4","1999","136","6300","128","4750"
"171",1,"200421955","Cargo Van XL","front wheel drive","4","N/A",NA,"Compact","Minivan","Cargo Minivan","Minivan","4","1999","136","6300","128","4750"
"172",1,"200732436","Wagon XLT w/Rear 180 Degree Doors LWB","front wheel drive","4","N/A","Passenger Vans","Compact","Minivan","Passenger Minivan","Minivan","4","2488","169","6000","171","4500"
"173",1,"200475868","Denali","front wheel drive","4","Crossover","Sport Utility Vehicles","Midsize","SUV","4dr SUV","SUV","6","3564","288","6300","270","3400"
"174",1,"100396647","1500","rear wheel drive","3","N/A","Passenger Vans","Midsize","Van","Passenger Van","Van","6","4293","195","4600","260","2800"
"175",1,"101343870","Work Truck","rear wheel drive","2","Flex Fuel","Standard Pickup Trucks","Large","Truck","Regular Cab Pickup","Truck","6","4300","195","4600","260","2800"
"176",1,"200708784","Denali","all wheel drive","4","Crossover","Small Sport Utility Vehicles","Compact","SUV","4dr SUV","SUV","4","2384","182","6700","172","4900"
"177",1,"200467554","SLT","rear wheel drive","4","Flex Fuel","Sport Utility Vehicles","Large","SUV","4dr SUV","SUV","8","5328","355","5600","383","4100"
